query|concept|titles|num_titles|concept_in|labeled_concept
红酒 拿 来 做菜|红酒做菜|红酒 做菜 大全 图文 百度 文库|1|contained_in_title|红酒做菜
单机 最 好玩 的 格斗 游戏|单机格斗游戏|最新 最 好玩 的 单机 格斗 游戏 有哪些 搜狗 问问|1|contained_in_title|单机格斗游戏
暗恋 小说|暗恋小说|暗恋 小说 大全 好看 的 暗恋 小说 推荐 暗恋 小说 排行 榜 话 . . . .,暗恋 小说 大全 好看 的 暗恋 小说 推荐 暗恋 小说 排行 榜 话 . . .|2|same|暗恋小说
抗 磷脂 抗体 综合 征|抗磷脂抗体综合征|抗 磷脂 抗体 综合 征 有哪些 寻医 问 药 网 xywy . com|1|same|抗磷脂抗体综合征
古代 最 著名 画家|古代著名画家|古代 著名 画家 大全 百度 知道,中国 古代 著名 画家 有哪些 搜狗 问问|2|contained_in_title|古代著名画家
奥特曼 变身 器 大全|奥特曼变身器|奥特曼 变身 器 大全 相关 影视 作品|1|contained_in_query|奥特曼变身器
汽车 举 升 机|汽车举升机|2017 新款 汽车 举 升 机 价格 优惠 汽车 举 升 机 大全|1|same|汽车举升机
柴 鱼 花生 粥 的 做法|柴鱼花生粥的做法|柴 鱼 花生 粥 的 做法 柴 鱼 花生 粥 的 做法 大全 柴 鱼 花生 粥 的 家常 做法 怎么 . . .|1|same|柴鱼花生粥的做法
变态 强奸 电影|变态强奸电影|变态 强奸 电影 有哪些 百科 大全 就 爱 阅读 网|1|same|变态强奸电影
古风 音乐 歌手|古风歌手|古风 歌手 大全,古风 歌手 有哪些 古风 歌手 人气 排行 榜 2017,求 古风 歌手 大全 搜狗 问问|3|contained_in_title|古风歌手
异类 修炼 小说|异类小说|就 变成 了 异类 小说 大全 好看 的 就 变成 了 异类 小说 推荐 就 . . .,异类 小说 大全 好看 的 异类 小说 推荐 异类 小说 排行 榜 话 . . .|2|contained_in_title|异类小说
抖 音 搞笑 小品 配音|抖音搞笑配音|抖 音 搞笑 配音 有哪些 抖 音 搞笑 配音 大全 分享 西西 软件 资讯|1|contained_in_title|抖音搞笑小品配音
丝瓜 排骨 汤 的 做法 大全|丝瓜排骨汤的做法|丝瓜 排骨 汤 的 做法 大全 相关 食物|1|contained_in_query|丝瓜排骨汤的做法
进口 水果 都 有哪些|进口水果|2016 年 获准 入境 中国 市场 的 进口 水果 有哪些,2018 进口 水果 种类 大全 允许 进口 水果 有哪些 114 果蔬 网,进口 水果 有哪些 百度 知道|3|contained_in_query|进口水果
拯救 世界 电影|拯救世界电影|拯救 世界 电影 大全,拯救 世界 电影 大全 好看 的 拯救 世界 电影 推荐 . . . 2345影视,拯救 世界 电影 大全 好看 的 拯救 世界 电影 推荐 拯救 世界 电影 排行 榜 前 十 . . .,拯救 世界 电影 大全 拯救 世界 电影 排行 榜 搜狗 影视|4|same|拯救世界电影
沙棘 杆 有 什么 作用|沙棘的功效与作用|沙棘 的 功效 与 作用 有哪些|1|contained_in_title|沙棘杆的功效与作用
惠阳 旅游 景点 大全|惠阳旅游景点|2018 广东 惠州 惠阳 旅游 景点 大全 惠阳区 自助 游 攻略 惠阳 . . . .,惠阳 旅游 景点 大全 相关 地名|2|contained_in_query|惠阳旅游景点
俄罗斯情报局 的 电影|俄罗斯电影|俄罗斯 电影 俄罗斯 电影 大全 俄罗斯 电影 排行 榜 微 兔 . . .|1|contained_in_title|俄罗斯电影
眩晕 综合 症 的 危害|眩晕症的危害|眩晕 症 的 危害 有哪些 久久 两性 久久健康网|1|contained_in_title|眩晕症的危害
饥荒 联机 矿石|饥荒矿石|饥荒 矿石 大全 % 7 c 多 游 网 游戏 攻略 大全|1|contained_in_title|饥荒矿石
宪法 的 社会 作用 有哪些|宪法的社会作用|宪法 的 社会 作用 有哪些 宪法 基本 知识 问答 信宜市 人民 政府|1|contained_in_query|宪法的社会作用
盐城 别墅 楼盘|盐城楼盘|盐城 楼盘 大全 盐城 新房 盐城房产网|1|contained_in_title|盐城楼盘
徐州 小吃 大全|徐州特色小吃|徐州 特色 小吃 大全 转 起来 让 咱 徐州 小吃 风靡 中国|1|contained_in_title|徐州特色小吃
荨 麻疹 病人 食谱 大全|荨麻疹食谱|急性 荨 麻疹 食谱 大全|1|contained_in_title|荨麻疹食谱
海南苏轼 景点|海南景点|海南 景点 大全|1|contained_in_title|海南景点
奔驰 款式 大全|奔驰款式|奔驰 款式 大全 相关 汽车|1|contained_in_query|奔驰款式
大亨 游戏|大亨类游戏|大亨 类 游戏 大亨 类 单机 游戏 大亨 类 游戏 大全|1|contained_in_title|大亨类游戏
饥荒 联机 隐藏 建筑|饥荒建筑|饥荒 建筑 大全 百度 经验|1|contained_in_title|饥荒建筑
枪战 好看 的 电影|枪战电影|枪战 电影 大全 好看 的 枪战 电影 推荐 枪战 电影 排行 榜 前 十 名 【 2345 电 . . .|1|contained_in_title|枪战电影
制服 有 诱惑|制服诱惑|制服 诱惑 都 有哪些 百度 知道|1|contained_in_title|制服诱惑
汽车 有 划痕|汽车划痕|汽车 划痕 有哪些 汽车 有 划痕 应该 怎么 办 百度 知道|1|contained_in_title|汽车划痕
糖尿 病 怎么 分类|糖尿病的分类|糖尿 病 的 分类 有哪些 百度 知道|1|contained_in_title|糖尿病的分类
宝宝 肠 有 什么 症状|宝宝肠绞痛的症状|宝宝 肠 绞痛 的 症状 有哪些 6 大 症状 暗示 宝宝 肠 绞痛 查查 吧|1|contained_in_title|宝宝肠绞痛的症状
坦克 游戏 有哪些|坦克游戏|坦克 游戏 大全 坦克 游戏 有哪些 坦克 游戏 哪个 好玩 安 软 市场,坦克 游戏 大全 坦克 游戏 有哪些 坦克 游戏 哪个 好玩 安 软 . . .|2|contained_in_query|坦克游戏
工作 大全|工作原理|技术 贴 : 汽车 各种 离合器 工作 原理 大全 !|1|contained_in_title|工作原理
培根 金针菇 的 做法 大全|培根金针菇卷的做法|【 培根 金针菇 卷 的 做法 大全 培根 金针菇 卷 家常 . . . 下 厨房|1|contained_in_title|培根金针菇卷的做法
企业 所得 税 特点|企业所得税的特点|企业 所得 税 的 特点 有哪些 手机 爱问,企业 所得 税 的 特点 有哪些 爱问 知识 人|2|contained_in_title|企业所得税的特点
双皮奶 的 做法|双皮奶的做法|双皮奶 的 做法 双皮奶 的 做法 大全 【 香哈网 】,双皮奶 的 做法 有哪些 赶紧 收藏 满足 味觉 养生 频道 快速 . . . .|2|same|双皮奶的做法
套路 人 的 句 段子|套路段子|2017 套路 段子 大全 套路 人 的 对话 微信 套路 整人 聊天 记录|1|contained_in_title|套路段子
大话 西游 手游 鬼族 加点|大话西游手游男鬼加点|大话 西游 手游 男 鬼 加点 大全 男 鬼 怎么 加点 百度 知道,大话 西游 手游 男 鬼 加点 大全 男 鬼 怎么 加点 techweb|2|contained_in_title|大话西游手游鬼族加点
庐山 云雾 的 特点 有哪些|庐山云雾的特点|庐山 云雾 的 特点 有哪些 爱问 知识 人|1|contained_in_query|庐山云雾的特点
大 自然 中 天然 指南 针|大自然天然指南针|大 自然 天然 指南 针 有哪些 家居 装修 房 天下 问答|1|contained_in_title|大自然天然指南针
老鼠 的 动漫 电影|老鼠电影|动画 老鼠 电影 大全|1|contained_in_title|老鼠电影
快餐 炖 莱 大全|快餐菜谱|中式 快餐 菜谱 大全 百度 知道|1|contained_in_title|快餐菜谱
广元 有 那些 特产|广元特产|广元 特产 介绍 广元 特产 有哪些,广元 特产 介绍 四川 广元 特产 大全 博雅特产网|2|contained_in_title|广元特产
感动 爱情 的 电影|感动电影|爱情 感动 电影 大全|1|contained_in_title|感动电影
七 座 商务车|七座mpv商务车|大 七 座 mpv 商务车 大全 买车 超 便宜 7 坐 汽车 买车 价格 降 到底|1|contained_in_title|七座mpv商务车
我 的 塔防 攻略|我的塔防攻略|我 的 塔防 攻略 我 的 塔防 游戏 攻略 我 的 塔防 攻略 大全 好特网 专区,我 的 塔防 攻略 大全 组合 条件 、 组合 加成 技能 详解 手机 乐园,我 的 塔防 攻略 大全 组合 条件 、 组合 加成 技能 详解 手机 . . . .,我 的 塔防 攻略 大全 组合 条件 、 组合 加成 技能 详解 手机 . . .|4|same|我的塔防攻略
李丽珍 三 电影 都 有哪些|李丽珍三级片|李丽珍 三级 片 有哪些 深 扒 李 丽 珍 蜜桃 成熟 时 性 上瘾 血泪 史 娱乐 八卦 e . . .,李丽珍 三级 片 有哪些 【 图 】|2|contained_in_title|李丽珍三级片
创造 与 魔方 宠物 大全|创造与魔法宠物技能|创造 与 魔法 宠物 技能 大全 所有 宠物 技能 详解 西西 软件 资讯|1|contained_in_title|创造与魔法宠物技能
南充 土 特产 有哪些|南充特产|南充 特产 介绍 南充 特产 有哪些,南充 特产 南充 特产 有哪些 南充 有 什么 特产 — 四川美食网|2|contained_in_title|南充特产
崩坏 三 新 活动 攻略|崩坏3攻略|崩坏 3 攻略 大全 新手 必看 高手 进阶 攻略 汇总 4399 手机 . . .,崩坏 3 攻略 大全 新手 攻略 汇总 360 崩坏 3 攻略 360 游戏 大厅|2|contained_in_title|崩坏3攻略
亲属 有哪些|亲属种类|亲属 种类 有哪些 百度 知道|1|contained_in_title|亲属种类
董子健 的 最新 电影|董子健电影|董子健 电影 大全|1|contained_in_title|董子健电影
重庆 地图 旅游 景点 大全|重庆旅游景点|2017 重庆 旅游 景点 大全 重庆 自助 游 攻略 重庆 景点 排行 榜,重庆 旅游 景点 大全 2018 重庆 旅游 必 去 景点 重庆 景点 推荐|2|contained_in_title|重庆旅游景点
吸毒 的 人 晚上 睡觉 症状|吸毒症状|如何 判断 吸毒 者 初期 的 症状 吸毒 症状 有哪些 . . . 健客网|1|contained_in_title|吸毒症状
阎肃 全部 歌曲 作品|阎肃作品|阎肃 作品 大全 阎肃 代表 作 阎肃 最 好听 的 歌 有 . . . 百度 知道|1|contained_in_title|阎肃作品
国际 关于 环保 的 节日|国际节日|与 环保 相关 的 国际 节日 有哪些 爱问 知识 人|1|contained_in_title|国际节日
邪恶 二次元 漫画|邪恶少女漫画|二次元 邪恶 少女 漫画 大全 之 几乎 遮 不住 身体 的 衣服 同级 . . .|1|contained_in_title|邪恶少女漫画
增肥 营养 食谱 大全|增肥食谱|增肥 食谱 一 周 肥 10 斤 增肥 食谱 大全 瘦人 增 胖 食谱 乐 哈 . . .,增肥 食谱 大全 中华美食网,增肥 食谱 增肥 食谱 大全 增肥 食谱 大全 及 做法 太平洋 . . .,瘦人 增肥 食谱 大全 百度 文库,增肥 食谱 增肥 食谱 大全 增肥 食谱 大全 及 做法 太平洋亲子网,增肥 食谱 大全 增肥 菜谱 大全 【 心 食谱 】|6|contained_in_title|增肥食谱
南瓜 有 几 个 品种|南瓜的品种|南瓜 的 品种 大全 阳台 种菜 爱莲说花卉网|1|contained_in_title|南瓜的品种
鬼片 电影 排行 榜 前 十 名|鬼片电影|鬼片 电影 大全 好看 的 鬼片 电影 推荐 鬼片 电影 排行 榜 前 十 名 【 2345 电 . . .|1|contained_in_query|鬼片电影
饥荒 boss 图片 大全|饥荒生物|饥荒 生物 大全 各种 生物 详解 快 吧 游戏|1|contained_in_title|饥荒生物
香菇 焖 排骨 的 做法 大全|香菇烧排骨的做法|【 香菇 烧 排骨 的 做法 大全 香菇 烧 排骨 家常 做法 怎么 做 好吃 】 下 厨房,【 香菇 烧 排骨 的 做法 大全 香菇 烧 排骨 家常 做法 . . . 下 厨房|2|contained_in_title|香菇烧排骨的做法
中国 传统 玄幻 故事|中国传统文化故事|中国 传统 文化 故事 大全 寓言 故事|1|contained_in_title|中国传统文化故事
豫剧 电视剧|豫剧电视剧|河南 豫剧 电视剧 大全 中华 文本 库|1|same|豫剧电视剧
古装 1 年 古装 电视剧|古装电视剧|古装 电视剧 大全 好看 的 古装 电视剧 排行 榜 爱奇艺|1|contained_in_query|古装电视剧
化妆 的 基础 工具 有哪些|化妆工具|常用 的 化妆 工具 有哪些 化妆 工具 套装 化妆 工具 . . . 买购网,新手 入门 需要 的 化妆 工具 都 有哪些|2|contained_in_title|化妆工具
中国 的 大事 有哪些|中国发生的大事|1988 年 中国 发生 的 大事 有哪些 百度 知道 \n \n 1 个 回答|1|contained_in_title|中国发生的大事
八十 年代 打架 电视剧|八十年代的电视剧|反映 八十 年代 的 电视剧 有哪些 百度 知道|1|contained_in_title|八十年代打架的电视剧
儿童 幽默 故事|儿童幽默笑话故事|儿童 幽默 笑话 故事 大全 相关 百度 经验 组图|1|contained_in_title|儿童幽默笑话故事
上海 旅游 必 去 景点|上海旅游必去景点|上海 旅游 必 去 景点 有哪些 上海 最 值得 去 的 十大 景点 推荐 . . .,上海 旅游 必 去 景点 大全 上海 旅游 必 去 景点 指南,上海 旅游 必 去 景点 大全 上海 旅游 必 去 景点 指南 !,上海 旅游 必 去 景点 大全 上海 旅游 必 去 景点 . . .,上海 旅游 必 去 景点 大全 上海 旅游 必 去 . . .,上海 旅游 必 去 景点 有哪些|6|same|上海旅游必去景点
男 同性 恋 欧美 电影|男同性恋电影|欧美 男 同性 恋 电影 大全|1|contained_in_title|男同性恋电影
佛坪 旅游 景点 大全|佛坪旅游景点|2018 陕西汉中佛坪 旅游 景点 大全 佛坪县 自助 游 攻略 佛坪县 景点 排行 榜,2018 陕西汉中佛坪 旅游 景点 大全 佛坪县 自助 游 攻略 佛坪 . . . .,佛坪 旅游 景点 大全 相关 地名,佛坪 景点 佛坪 旅游 景点 佛坪 旅游 景点 大全 壹 旅程|4|contained_in_query|佛坪旅游景点
中国 都 有 啥 些 山|中国著名的山|中国 著名 的 山 都 有哪些 百度 知道|1|contained_in_title|中国著名的山
日本 电影 大全 影|日本电影|日本 电影 大全 影 相关 书籍,日本 电影 大全 影 相关 日本 演员|2|contained_in_query|日本电影
适合 女士 卡 的 车|适合女性开的车|适合 女性 开 的 车 有哪些|1|contained_in_title|适合女性开的车
游戏 乐园 助手|游戏助手|全 网 游戏 助手 大全|1|contained_in_title|游戏助手
越野 suv|越野SUV|将 上市 越野 suv 汇总 想 去 哪 都 那么 简单 凤凰网 汽车 凤凰网|1|same|越野SUV
催眠 系列 合集 大全|催眠小说|催眠 小说 大全 催眠 小说 大全 无 弹窗 催眠 小说 大全 全集 . . .|1|contained_in_title|催眠小说
日本 女优 发 大全|日本av女优|日本 av 女优 大全 详细 介绍 ( 带 图 ) 我 的 365 电影|1|contained_in_title|日本av女优
箱包 展会|箱包展会|今年 的 箱包 展会 有哪些 搜狗 问问,今年 的 箱包 展会 有哪些 搜狗 问问 2 个 回答 提问 时间 ： 2012 年 05 月 14 日|2|same|箱包展会
海参 禁忌|海参的功效与禁忌|海参 的 功效 与 禁忌 有哪些 怎么 吃 海参 更 好|1|contained_in_title|海参的功效与禁忌
中国 动物 寓言 故事 大全|中国动物寓言故事|中国 动物 寓言 故事 大全 相关 故事|1|contained_in_query|中国动物寓言故事
手机 app 盘点 资产|手机APP|手机 app 盘点 资产 相关 术语|1|contained_in_query|手机APP
肝 热 咳嗽 的 症状 有哪些|肝热的症状|肝 热 的 症状 有哪些 健康无忧网|1|contained_in_title|肝热咳嗽的症状
祛湿 排毒 中成药 有哪些|祛湿的中成药|祛湿 的 中成药 有哪些 健康 频道 手机 搜狐|1|contained_in_title|祛湿的排毒中成药
樱桃 有 什么 品种|樱桃品种|樱桃 品种 大全 十大 品种 ( 图文 介绍 )|1|contained_in_title|樱桃品种
常用 灭火 器|常用灭火器|常用 灭火 器 有哪些 爱问 知识 人|1|same|常用灭火器
生存 类 的 手游 单机 游戏|生存类单机游戏|手机 生存 类 单机 游戏 大全 安卓 生存 类 游戏 排行 榜|1|contained_in_title|生存类单机游戏
温碧霞 有哪些 三级 片|温碧霞拍过的三级片|温碧霞 拍 过 的 三级 片 有哪些 大 尺度 激情 吸奶 照 曝光 情色 片 十分 淫秽 . . .,温碧霞 拍 过 的 三级 片 有哪些 温碧霞 大 尺度 激情 吸奶 照 曝光 娱乐 明星 . . .|2|contained_in_title|温碧霞拍过的三级片
韩国 最 伦理 电影|韩国伦理电影|韩国 伦理 电影 大全,2017 韩国 伦理 电影 大全 2017 韩国 伦理 电影 排行 榜 搜狗 影视|2|contained_in_title|韩国伦理电影
吸毒 女 电影 大全|吸毒女电影|吸毒 女 电影 大全 相关 影视 作品,吸毒 女 电影 大全 相关 人物|2|contained_in_query|吸毒女电影
王者 荣耀 搞笑 段子|王者荣耀段子|王者 荣耀 段子 汇总 给 您 跪 了 搞 趣 网|1|contained_in_title|王者荣耀段子
适合 卫生 间 养 的 植物|适合养的植物|卫生 间 适合 养 的 植物 大全|1|contained_in_title|适合养的植物
购物 中 的 学问|购物的学问|购物 的 学问 有哪些 百度 知道,购物 的 学问 有哪些 搜狗 问问|2|contained_in_title|购物的学问
植物 激素|植物激素|植物 激素 有哪些 搜狗 问问,植物 激素 有哪些 百度 知道|2|same|植物激素
瘦脸 针 有哪些|瘦脸针副作用|瘦脸 针 副 作用 都 有哪些 有 问 必答 快速 问 医生|1|contained_in_title|瘦脸针副作用
喜 阴 的 花木 有哪些|喜阴植物|请问 生长 周期 快 的 喜 阴 植物 有哪些 小弟 不才 向 各位 大侠 . . .|1|contained_in_title|喜阴植物
